datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2000-06-01,Ciudad de Oaxaca,27.4,20.2,24.1,27.2,20.2,24.1,13.6,52.6,,0.0,0.0,rain,,,,7.2,54.3,,66.0,17.6,,,,,2000-06-01T06:55:51,2000-06-01T20:01:35,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-02,Ciudad de Oaxaca,28.7,16.1,21.8,27.7,16.1,21.5,12.9,62.1,,0.0,0.0,rain,,,,7.2,45.0,,46.7,15.0,,,,,2000-06-02T06:55:49,2000-06-02T20:01:56,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-03,Ciudad de Oaxaca,27.7,14.9,21.2,27.2,14.9,21.0,11.9,58.9,,0.0,0.0,rain,,,,7.2,22.5,,30.0,20.0,,,,,2000-06-03T06:55:48,2000-06-03T20:02:16,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-04,Ciudad de Oaxaca,30.2,27.1,28.7,28.8,26.7,27.8,10.3,32.2,,0.0,0.0,rain,,,,3.6,255.0,,30.0,20.0,,,,,2000-06-04T06:55:48,2000-06-04T20:02:37,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-05,Ciudad de Oaxaca,27.4,15.4,20.2,27.0,15.4,20.1,13.6,69.1,,0.0,0.0,rain,,,,7.2,266.3,,66.0,15.2,,,,,2000-06-05T06:55:49,2000-06-05T20:02:57,0.11,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,76773099999
2000-06-06,Ciudad de Oaxaca,23.9,17.1,20.7,23.9,17.1,20.7,15.4,73.0,,0.0,0.0,rain,,,,3.6,340.0,,93.3,16.0,,,,,2000-06-06T06:55:51,2000-06-06T20:03:17,0.15,Overcast,Cloudy skies throughout the day.,cloudy,76773099999
2000-06-07,Ciudad de Oaxaca,25.9,17.1,20.8,25.9,17.1,20.8,15.9,76.0,,0.0,0.0,rain,,,,3.6,222.5,,90.0,13.3,,,,,2000-06-07T06:55:53,2000-06-07T20:03:36,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-08,Ciudad de Oaxaca,25.2,18.2,21.8,25.2,18.2,21.8,15.9,70.7,,0.0,0.0,rain,,,,3.6,165.0,,82.5,12.0,,,,,2000-06-08T06:55:57,2000-06-08T20:03:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-09,Ciudad de Oaxaca,22.2,17.4,19.4,22.2,17.4,19.4,16.2,82.5,,0.0,0.0,rain,,,,3.6,225.0,,96.7,8.0,,,,,2000-06-09T06:56:01,2000-06-09T20:04:15,0.25,Overcast,Cloudy skies throughout the day.,cloudy,76773099999
2000-06-10,Ciudad de Oaxaca,25.1,18.7,21.1,25.1,18.7,21.1,16.5,76.2,,0.0,0.0,rain,,,,3.6,160.0,,76.7,11.7,,,,,2000-06-10T06:56:06,2000-06-10T20:04:33,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-11,Ciudad de Oaxaca,24.1,17.1,20.4,24.1,17.1,20.4,16.8,81.4,,0.0,0.0,rain,,,,3.6,240.0,,80.0,9.3,,,,,2000-06-11T06:56:12,2000-06-11T20:04:51,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-12,Ciudad de Oaxaca,25.7,17.4,22.2,25.7,17.4,22.2,15.8,69.7,,0.0,0.0,rain,,,,3.6,120.0,,80.0,13.3,,,,,2000-06-12T06:56:19,2000-06-12T20:05:09,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-13,Ciudad de Oaxaca,26.9,16.9,22.9,27.0,16.9,22.9,14.3,62.3,,0.0,0.0,rain,,,,3.6,90.0,,70.0,14.7,,,,,2000-06-13T06:56:26,2000-06-13T20:05:26,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-14,Ciudad de Oaxaca,24.9,17.7,20.0,24.9,17.7,20.0,16.0,79.5,,0.0,0.0,rain,,,,3.6,90.0,,90.0,8.3,,,,,2000-06-14T06:56:35,2000-06-14T20:05:43,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-15,Ciudad de Oaxaca,22.9,17.7,19.4,22.9,17.7,19.4,16.4,83.5,,0.0,0.0,rain,,,,3.6,150.0,,96.7,7.7,,,,,2000-06-15T06:56:44,2000-06-15T20:05:59,0.46,Overcast,Cloudy skies throughout the day.,cloudy,76773099999
2000-06-16,Ciudad de Oaxaca,24.7,17.9,21.9,24.7,17.9,21.9,16.0,70.8,,0.0,0.0,rain,,,,3.6,270.0,1014.1,70.0,18.0,,,,,2000-06-16T06:56:53,2000-06-16T20:06:15,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-17,Ciudad de Oaxaca,24.6,17.4,20.6,24.6,17.4,20.6,16.7,80.4,,0.0,0.0,rain,,,,3.6,195.0,1014.0985427550179,80.0,18.0,,,,,2000-06-17T06:57:04,2000-06-17T20:06:30,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-18,Ciudad de Oaxaca,23.4,17.1,19.7,23.4,17.1,19.7,16.6,83.5,,0.0,0.0,rain,,,,3.6,180.0,1014.0970855100358,80.0,13.7,,,,,2000-06-18T06:57:15,2000-06-18T20:06:45,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-19,Ciudad de Oaxaca,24.2,19.2,21.7,24.2,19.2,21.7,15.3,68.6,,0.0,0.0,rain,,,,7.2,99.9,1014.0956282650536,85.0,20.0,,,,,2000-06-19T06:57:27,2000-06-19T20:06:59,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-20,Ciudad de Oaxaca,23.2,17.4,20.3,23.2,17.4,20.3,13.7,66.4,,0.0,0.0,rain,,,,10.8,75.0,1014.0941710200715,90.0,15.0,,,,,2000-06-20T06:57:39,2000-06-20T20:07:12,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-21,Ciudad de Oaxaca,24.2,15.7,20.3,24.2,15.7,20.3,15.2,74.6,,0.0,0.0,rain,,,,3.6,280.9,1014.0927137750894,95.0,18.5,,,,,2000-06-21T06:57:52,2000-06-21T20:07:25,0.66,Overcast,Cloudy skies throughout the day.,cloudy,76773099999
2000-06-22,Ciudad de Oaxaca,22.9,16.2,19.8,22.9,16.2,19.8,15.9,79.7,,0.0,0.0,rain,,,,3.6,240.0,1014.0912565301072,90.0,12.5,,,,,2000-06-22T06:58:05,2000-06-22T20:07:37,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-23,Ciudad de Oaxaca,27.1,15.7,20.9,27.3,15.7,20.9,14.1,68.4,,0.0,0.0,rain,,,,3.6,113.8,1014.0897992851251,57.5,13.8,,,,,2000-06-23T06:58:20,2000-06-23T20:07:48,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-24,Ciudad de Oaxaca,24.2,15.9,19.9,24.2,15.9,19.9,13.3,67.7,,0.0,0.0,rain,,,,3.6,165.0,1014.088342040143,26.7,18.0,,,,,2000-06-24T06:58:34,2000-06-24T20:07:59,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-25,Ciudad de Oaxaca,24.9,14.4,19.7,24.9,14.4,19.7,12.2,65.3,,0.0,0.0,rain,,,,3.6,75.0,1014.0868847951608,45.0,12.5,,,,,2000-06-25T06:58:49,2000-06-25T20:08:09,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-26,Ciudad de Oaxaca,27.4,16.4,22.7,27.2,16.4,22.6,13.0,56.6,,0.0,0.0,rain,,,,7.2,90.0,1014.0854275501788,32.5,20.0,,,,,2000-06-26T06:59:05,2000-06-26T20:08:18,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-27,Ciudad de Oaxaca,24.2,18.9,21.5,24.2,18.9,21.5,12.4,56.9,,0.0,0.0,rain,,,,7.2,80.1,1014.0839703051967,50.0,19.0,,,,,2000-06-27T06:59:21,2000-06-27T20:08:26,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-28,Ciudad de Oaxaca,26.7,18.9,23.2,26.7,18.9,23.2,12.0,50.6,,0.0,0.0,rain,,,,7.2,116.6,1014.0825130602145,46.7,20.0,,,,,2000-06-28T06:59:38,2000-06-28T20:08:34,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-29,Ciudad de Oaxaca,28.2,18.1,23.1,28.2,18.1,23.1,13.9,57.7,,0.0,0.0,rain,,,,7.2,236.3,1014.0810558152324,72.5,19.0,,,,,2000-06-29T06:59:55,2000-06-29T20:08:41,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2000-06-30,Ciudad de Oaxaca,24.7,18.2,21.5,24.7,18.2,21.5,15.9,72.4,,0.0,0.0,rain,,,,3.6,141.3,1014.0795985702503,80.0,20.0,,,,,2000-06-30T07:00:12,2000-06-30T20:08:47,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-01,Ciudad de Oaxaca,22.9,18.4,20.7,22.9,18.4,20.7,15.3,73.1,,0.0,0.0,rain,,,,3.6,105.0,1013.5899642562551,95.0,17.0,,,,,2001-06-01T06:55:52,2001-06-01T20:01:30,0.34,Overcast,Cloudy skies throughout the day.,cloudy,76773099999
2001-06-02,Ciudad de Oaxaca,21.73333333333333,18.73333333333333,20.266666666666666,21.73333333333333,18.73333333333333,20.266666666666666,15.6,76.0,,0.0,0.0,rain,,,,0.0,100.0,1013.588507011273,93.33333333333333,16.0,,,,,2001-06-02T06:55:50,2001-06-02T20:01:51,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day.,rain,"76773099999,remote"
2001-06-03,Ciudad de Oaxaca,20.566666666666666,19.066666666666666,19.833333333333332,20.566666666666666,19.066666666666666,19.833333333333332,15.9,78.89999999999999,,0.0,0.0,rain,,,,0.0,95.0,1013.5870497662909,91.66666666666667,15.0,,,,,2001-06-03T06:55:48,2001-06-03T20:02:12,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day.,rain,"76773099999,remote"
2001-06-04,Ciudad de Oaxaca,19.4,19.4,19.4,19.4,19.4,19.4,16.2,81.8,,0.0,0.0,rain,,,,3.6,90.0,1013.5855925213087,90.0,14.0,,,,,2001-06-04T06:55:48,2001-06-04T20:02:32,0.45,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,76773099999
2001-06-05,Ciudad de Oaxaca,27.4,19.2,23.4,27.7,19.2,23.5,16.5,67.0,,0.0,0.0,rain,,,,3.6,135.0,1013.5841352763266,70.0,14.0,,,,,2001-06-05T06:55:49,2001-06-05T20:02:52,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-06,Ciudad de Oaxaca,25.9,21.2,23.5,25.9,21.2,23.5,16.1,63.6,,0.0,0.0,rain,,,,3.6,90.0,1013.5826780313446,45.0,15.0,,,,,2001-06-06T06:55:50,2001-06-06T20:03:12,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-07,Ciudad de Oaxaca,27.1,17.7,22.8,27.4,17.7,22.9,15.7,66.9,,0.0,0.0,rain,,,,3.6,113.8,1013.5812207863625,63.3,14.3,,,,,2001-06-07T06:55:53,2001-06-07T20:03:32,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-08,Ciudad de Oaxaca,22.9,17.2,20.0,22.9,17.2,20.0,15.7,77.2,,0.0,0.0,rain,,,,3.6,65.0,1013.5797635413803,70.0,13.0,,,,,2001-06-08T06:55:56,2001-06-08T20:03:51,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-09,Ciudad de Oaxaca,19.1,19.1,19.1,19.1,19.1,19.1,15.4,79.1,,0.0,0.0,rain,,,,3.6,60.0,1013.5783062963982,90.0,10.0,,,,,2001-06-09T06:56:00,2001-06-09T20:04:10,0.62,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,76773099999
2001-06-10,Ciudad de Oaxaca,24.9,24.9,24.9,24.9,24.9,24.9,15.6,56.3,,0.0,0.0,rain,,,,3.6,90.0,1013.576849051416,40.0,20.0,,,,,2001-06-10T06:56:05,2001-06-10T20:04:29,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-11,Ciudad de Oaxaca,20.2,20.2,20.2,20.2,20.2,20.2,15.2,73.0,,0.0,0.0,rain,,,,3.6,60.0,1013.5753918064339,40.0,14.0,,,,,2001-06-11T06:56:11,2001-06-11T20:04:47,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-12,Ciudad de Oaxaca,25.4,20.2,22.8,25.4,20.2,22.8,15.6,64.1,,0.0,0.0,rain,,,,3.6,75.0,1013.5739345614518,70.0,20.0,,,,,2001-06-12T06:56:17,2001-06-12T20:05:05,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-13,Ciudad de Oaxaca,22.9,19.4,21.2,22.9,19.4,21.2,16.0,73.1,,0.0,0.0,rain,,,,3.6,75.0,1013.5724773164696,65.0,16.0,,,,,2001-06-13T06:56:25,2001-06-13T20:05:23,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-14,Ciudad de Oaxaca,25.2,19.9,22.5,25.2,19.9,22.5,15.3,64.8,,0.0,0.0,rain,,,,3.6,60.0,1013.5710200714875,55.0,20.0,,,,,2001-06-14T06:56:33,2001-06-14T20:05:39,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-15,Ciudad de Oaxaca,17.7,17.7,17.7,17.7,17.7,17.7,16.4,92.1,,0.0,0.0,rain,,,,3.6,50.0,1013.5695628265054,80.0,8.0,,,,,2001-06-15T06:56:42,2001-06-15T20:05:56,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-16,Ciudad de Oaxaca,22.4,22.4,22.4,22.4,22.4,22.4,12.4,53.2,,0.0,0.0,rain,,,,10.8,90.0,1013.5681055815232,90.0,20.0,,,,,2001-06-16T06:56:51,2001-06-16T20:06:12,0.84,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,76773099999
2001-06-17,Ciudad de Oaxaca,24.05,20.549999999999997,22.299999999999997,24.05,20.549999999999997,22.299999999999997,11.9,52.55,,0.0,0.0,rain,,,,0.0,85.0,1013.5666483365411,65.0,20.0,,,,,2001-06-17T06:57:01,2001-06-17T20:06:27,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day.,rain,"76773099999,remote"
2001-06-18,Ciudad de Oaxaca,25.7,18.7,22.2,25.7,18.7,22.2,11.4,51.9,,0.0,0.0,rain,,,,7.2,80.0,1013.565191091559,40.0,20.0,,,,,2001-06-18T06:57:12,2001-06-18T20:06:42,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-19,Ciudad de Oaxaca,27.2,17.1,23.2,26.9,17.1,23.1,12.2,52.3,,0.0,0.0,rain,,,,3.6,110.0,1013.5637338465768,33.3,20.0,,,,,2001-06-19T06:57:24,2001-06-19T20:06:56,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-20,Ciudad de Oaxaca,26.4,21.1,23.8,26.4,21.1,23.8,13.7,54.2,,0.0,0.0,rain,,,,3.6,315.0,1013.5622766015947,35.0,20.0,,,,,2001-06-20T06:57:36,2001-06-20T20:07:10,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-21,Ciudad de Oaxaca,26.2,26.2,26.2,26.2,26.2,26.2,14.1,47.3,,0.0,0.0,rain,,,,3.6,240.0,1013.5608193566126,30.0,20.0,,,,,2001-06-21T06:57:49,2001-06-21T20:07:22,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-22,Ciudad de Oaxaca,26.2,20.4,23.3,26.2,20.4,23.3,13.2,54.7,,0.0,0.0,rain,,,,3.6,240.0,1013.5593621116304,50.0,20.0,,,,,2001-06-22T06:58:02,2001-06-22T20:07:35,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-23,Ciudad de Oaxaca,21.7,21.7,21.7,21.7,21.7,21.7,14.2,62.4,,0.0,0.0,rain,,,,3.6,90.0,1013.5579048666483,40.0,20.0,,,,,2001-06-23T06:58:16,2001-06-23T20:07:46,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-24,Ciudad de Oaxaca,26.2,20.4,23.3,26.2,20.4,23.3,13.0,53.3,,0.0,0.0,rain,,,,3.6,165.0,1013.5564476216663,40.0,20.0,,,,,2001-06-24T06:58:31,2001-06-24T20:07:57,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-25,Ciudad de Oaxaca,28.4,19.9,24.7,27.8,19.9,24.5,12.5,47.9,,0.0,0.0,rain,,,,3.6,249.9,1013.5549903766841,33.3,20.0,,,,,2001-06-25T06:58:46,2001-06-25T20:08:07,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2001-06-26,Ciudad de Oaxaca,0.0,0.0,24.68709677419355,0.0,0.0,24.48768328445748,12.505865102639296,47.96774193548387,,0.0,0.0,rain,,,,3.6105571847507334,249.43108504398828,1013.553533131702,33.39296187683284,19.994134897360702,,,,,2001-06-26T06:59:01,2001-06-26T20:08:16,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day.,rain,"76773099999,remote"
2001-06-27,Ciudad de Oaxaca,0.0,0.0,24.674193548387095,0.0,0.0,24.475366568914957,12.511730205278592,48.03548387096774,,0.0,0.0,rain,,,,3.6211143695014663,248.96217008797655,1013.5520758867199,33.48592375366569,19.988269794721408,,,,,2001-06-27T06:59:17,2001-06-27T20:08:25,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day.,rain,"76773099999,remote"
2001-06-28,Ciudad de Oaxaca,0.0,0.0,24.661290322580644,0.0,0.0,24.463049853372436,12.517595307917889,48.10322580645161,,0.0,0.0,rain,,,,3.6316715542521996,248.49325513196482,1013.5506186417377,33.57888563049853,19.98240469208211,,,,,2001-06-28T06:59:34,2001-06-28T20:08:33,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day.,rain,"76773099999,remote"
2001-06-29,Ciudad de Oaxaca,0.0,0.0,24.648387096774194,0.0,0.0,24.45073313782991,12.523460410557185,48.170967741935485,,0.0,0.0,rain,,,,3.642228739002933,248.02434017595309,1013.5491613967556,33.67184750733138,19.976539589442815,,,,,2001-06-29T06:59:51,2001-06-29T20:08:40,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day.,rain,"76773099999,remote"
2001-06-30,Ciudad de Oaxaca,0.0,0.0,24.63548387096774,0.0,0.0,24.43841642228739,12.529325513196481,48.23870967741935,,0.0,0.0,rain,,,,3.6527859237536657,247.55542521994136,1013.5477041517735,33.76480938416422,19.970674486803517,,,,,2001-06-30T07:00:08,2001-06-30T20:08:46,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day.,rain,"76773099999,remote"
2002-06-01,Ciudad de Oaxaca,23.2,17.4,20.3,23.2,17.4,20.3,14.5,71.0,,0.0,0.0,rain,,,,7.2,90.0,1013.0580698377784,65.0,18.0,,,,,2002-06-01T06:55:53,2002-06-01T20:01:25,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-02,Ciudad de Oaxaca,24.1,24.1,24.1,24.1,24.1,24.1,15.9,60.2,,0.0,0.0,rain,,,,3.6,210.0,1013.0566125927962,90.0,16.0,,,,,2002-06-02T06:55:50,2002-06-02T20:01:46,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,76773099999
2002-06-03,Ciudad de Oaxaca,20.2,20.2,20.2,20.2,20.2,20.2,15.6,74.9,,0.0,0.0,rain,,,,3.6,90.0,1013.0551553478141,80.0,18.0,,,,,2002-06-03T06:55:49,2002-06-03T20:02:07,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-04,Ciudad de Oaxaca,24.4,18.2,21.3,24.4,18.2,21.3,16.3,74.7,,0.0,0.0,rain,,,,3.6,165.0,1013.053698102832,85.0,12.0,,,,,2002-06-04T06:55:48,2002-06-04T20:02:28,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-05,Ciudad de Oaxaca,20.7,20.7,20.7,20.7,20.7,20.7,17.2,80.4,,0.0,0.0,rain,,,,3.6,90.0,1013.0522408578499,40.0,16.0,,,,,2002-06-05T06:55:49,2002-06-05T20:02:48,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-06,Ciudad de Oaxaca,22.299999999999997,20.049999999999997,21.2,22.299999999999997,20.049999999999997,21.2,16.5,75.45,,0.0,0.0,rain,,,,0.0,90.0,1013.0507836128678,65.0,17.0,,,,,2002-06-06T06:55:50,2002-06-06T20:03:08,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day.,rain,"76773099999,remote"
2002-06-07,Ciudad de Oaxaca,23.9,19.4,21.7,23.9,19.4,21.7,15.8,70.5,,0.0,0.0,rain,,,,3.6,90.0,1013.0493263678857,90.0,18.0,,,,,2002-06-07T06:55:52,2002-06-07T20:03:28,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-08,Ciudad de Oaxaca,19.7,19.7,19.7,19.7,19.7,19.7,17.9,89.4,,0.0,0.0,rain,,,,3.6,240.0,1013.0478691229035,60.0,18.0,,,,,2002-06-08T06:55:55,2002-06-08T20:03:47,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-09,Ciudad de Oaxaca,23.9,19.1,21.5,23.9,19.1,21.5,16.0,72.2,,0.0,0.0,rain,,,,3.6,90.0,1013.0464118779214,85.0,18.0,,,,,2002-06-09T06:55:59,2002-06-09T20:04:06,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-10,Ciudad de Oaxaca,29.2,20.2,25.1,28.7,20.2,24.9,15.3,57.3,,0.0,0.0,rain,,,,3.6,180.0,1013.0449546329393,46.7,18.7,,,,,2002-06-10T06:56:04,2002-06-10T20:04:25,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-11,Ciudad de Oaxaca,24.2,24.2,24.2,24.2,24.2,24.2,15.3,57.6,,0.0,0.0,rain,,,,7.2,120.0,1013.0434973879571,45.0,18.0,,,,,2002-06-11T06:56:09,2002-06-11T20:04:43,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-12,Ciudad de Oaxaca,26.2,17.4,22.6,26.2,17.4,22.6,16.2,68.8,,0.0,0.0,rain,,,,7.2,195.0,1013.042040142975,46.7,20.0,,,,,2002-06-12T06:56:16,2002-06-12T20:05:01,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-13,Ciudad de Oaxaca,25.9,19.2,23.2,25.9,19.2,23.2,16.0,65.0,,0.0,0.0,rain,,,,3.6,141.2,1013.0405828979929,56.7,16.0,,,,,2002-06-13T06:56:23,2002-06-13T20:05:19,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-14,Ciudad de Oaxaca,26.2,19.1,23.8,26.2,19.1,23.8,16.2,64.0,,0.0,0.0,rain,,,,7.2,100.0,1013.0391256530107,40.0,20.0,,,,,2002-06-14T06:56:31,2002-06-14T20:05:36,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-15,Ciudad de Oaxaca,25.4,20.1,22.8,25.4,20.1,22.8,16.0,66.3,,0.0,0.0,rain,,,,3.6,100.0,1013.0376684080286,75.0,20.0,,,,,2002-06-15T06:56:40,2002-06-15T20:05:52,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-16,Ciudad de Oaxaca,21.2,18.7,20.0,21.2,18.7,20.0,17.8,87.7,,0.0,0.0,rain,,,,3.6,135.0,1013.0362111630465,80.0,10.5,,,,,2002-06-16T06:56:49,2002-06-16T20:06:08,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-17,Ciudad de Oaxaca,28.7,20.7,24.7,28.9,20.7,24.8,17.3,66.5,,0.0,0.0,rain,,,,3.6,225.0,1013.0347539180643,30.0,20.0,,,,,2002-06-17T06:56:59,2002-06-17T20:06:24,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-18,Ciudad de Oaxaca,19.9,19.9,19.9,19.9,19.9,19.9,14.7,72.0,,0.0,0.0,rain,,,,3.6,10.0,1013.0332966730822,10.0,18.0,,,,,2002-06-18T06:57:10,2002-06-18T20:06:39,0.28,Clear,Clear conditions throughout the day.,clear-day,76773099999
2002-06-19,Ciudad de Oaxaca,23.049999999999997,19.65,21.85,23.049999999999997,19.65,21.85,14.299999999999999,63.6,,0.0,0.0,rain,,,,0.0,65.0,1013.0318394281,31.65,19.0,,,,,2002-06-19T06:57:21,2002-06-19T20:06:53,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day.,rain,"76773099999,remote"
2002-06-20,Ciudad de Oaxaca,26.2,19.4,23.8,26.2,19.4,23.8,13.9,55.2,,0.0,0.0,rain,,,,3.6,120.0,1013.0303821831179,53.3,20.0,,,,,2002-06-20T06:57:33,2002-06-20T20:07:07,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-21,Ciudad de Oaxaca,24.7,20.2,23.0,24.7,20.2,23.0,14.7,59.8,,0.0,0.0,rain,,,,7.2,92.7,1013.0289249381358,96.7,19.3,,,,,2002-06-21T06:57:46,2002-06-21T20:07:20,0.39,Overcast,Cloudy skies throughout the day.,cloudy,76773099999
2002-06-22,Ciudad de Oaxaca,25.2,20.1,22.7,25.2,20.1,22.7,14.7,61.3,,0.0,0.0,rain,,,,7.2,360.0,1013.0274676931537,80.0,20.0,,,,,2002-06-22T06:57:59,2002-06-22T20:07:32,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-23,Ciudad de Oaxaca,25.7,19.4,22.5,25.7,19.4,22.5,14.5,62.0,,0.0,0.0,rain,,,,7.2,150.0,1013.0260104481716,70.0,20.0,,,,,2002-06-23T06:58:13,2002-06-23T20:07:44,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
2002-06-24,Ciudad de Oaxaca,29.7,21.2,25.4,29.5,21.2,25.4,14.6,51.8,,0.0,0.0,rain,,,,7.2,256.1,1013.0245532031895,56.7,18.7,,,,,2002-06-24T06:58:28,2002-06-24T20:07:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,76773099999
