datetime,tempmax,tempmin,humidity,precip,windspeed,sealevelpressure,cloudcover,solarradiation
2021-06-10,26.2,11.9,79.3,14.8,7.2,1015.9,92.8,166.7
2021-06-11,22.4,12.7,83.9,8.1,5.0,1014.4,98.9,135.0
2021-06-12,25.9,12.5,85.3,10.0,10.8,1013.8,97.7,210.6
2021-06-13,25.7,12.9,86.9,10.7,9.7,1015.1,95.2,177.5
2021-06-14,24.1,13.4,87.2,8.6,6.5,1014.9,97.1,116.0
2021-06-15,22.4,14.3,90.6,30.5,4.0,1014.9,99.3,114.2
2021-06-16,26.9,14.4,80.5,12.9,10.1,1012.7,96.5,160.2
2021-06-17,24.9,14.4,82.3,18.5,7.2,1012.6,99.0,137.6
2021-06-18,20.7,14.0,91.7,33.2,9.0,1014.7,99.2,51.5
2021-06-19,26.4,13.4,82.8,2.1,13.0,1016.5,90.9,237.1
2021-06-20,23.1,12.4,78.0,2.8,7.6,1018.3,98.4,247.9
2021-06-21,23.4,13.2,83.1,6.2,8.3,1017.9,90.0,223.2
2021-06-22,27.4,14.8,82.2,13.3,9.0,1016.6,93.7,227.5
2021-06-23,26.1,12.0,83.7,10.4,10.8,1017.3,95.0,196.2
2021-06-24,25.2,12.4,83.4,15.3,13.7,1016.7,82.2,216.9
2021-06-25,22.4,12.1,84.7,6.5,9.4,1017.0,97.2,128.8
2021-06-26,25.2,11.4,77.3,2.3,12.2,1015.9,92.9,197.5
2021-06-27,19.1,12.4,85.2,7.1,7.9,1016.8,99.4,197.4
2021-06-28,23.7,12.2,87.4,6.2,10.1,1015.6,99.1,167.2
2021-06-29,25.9,12.5,82.2,4.0,10.8,1015.9,98.0,211.3
2021-06-30,25.1,14.0,89.3,23.2,5.8,1015.8,96.6,141.9
2022-06-01,26.9,11.1,83.5,13.5,9.0,1012.1,80.3,175.8
2022-06-02,30.2,13.4,75.6,15.8,13.7,1011.3,78.2,248.6
2022-06-03,30.7,11.9,78.4,6.9,13.0,1012.9,72.7,189.2
2022-06-04,31.2,11.8,77.5,4.9,14.4,1012.5,51.0,255.3
2022-06-05,28.7,11.4,78.7,16.1,9.7,1012.3,75.2,273.5
2022-06-06,31.7,13.3,77.0,15.7,13.7,1011.6,89.1,268.4
2022-06-07,22.7,13.6,85.5,14.6,12.6,1013.2,97.1,179.8
2022-06-08,26.2,11.6,77.2,7.8,13.0,1012.9,78.1,231.7
2022-06-09,27.1,13.6,79.8,17.1,14.4,1013.8,87.7,152.8
2022-06-10,28.1,11.8,81.4,7.5,8.6,1014.9,90.2,170.9
2022-06-11,31.4,11.6,77.3,10.3,11.2,1014.0,66.4,223.4
2022-06-12,31.2,11.5,72.2,3.2,11.2,1013.8,79.9,238.9
2022-06-13,27.9,12.9,83.5,32.0,7.2,1015.2,99.5,113.5
2022-06-14,28.4,11.4,78.8,23.1,14.4,1013.1,85.6,268.4
2022-06-15,26.1,13.3,82.6,21.3,14.4,1012.1,90.3,171.3
2022-06-16,24.7,12.8,71.7,6.2,18.0,1014.1,85.8,262.5
2022-06-17,28.4,9.6,69.6,3.6,12.2,1015.9,63.1,257.6
2022-06-18,29.4,11.4,72.2,4.0,14.4,1013.9,84.8,174.9
2022-06-19,19.9,11.2,80.0,5.8,14.0,1014.7,75.7,250.3
2022-06-20,27.7,10.8,72.8,3.7,8.3,1014.7,84.5,241.6
2022-06-21,28.4,11.8,80.9,11.4,10.8,1014.4,95.5,172.8
2022-06-22,23.9,12.9,82.0,7.8,14.4,1014.6,97.9,157.2
2022-06-23,24.7,12.6,74.7,6.6,14.4,1015.0,96.8,234.3
2022-06-24,28.9,10.8,74.8,3.3,14.4,1015.3,84.8,306.1
2022-06-25,28.9,11.3,77.6,8.1,14.4,1015.7,95.6,190.0
2022-06-26,29.1,11.7,72.1,4.8,14.4,1016.7,76.2,215.9
2022-06-27,27.9,11.4,76.1,8.1,10.8,1017.2,77.7,245.5
2022-06-28,30.4,10.7,75.9,4.3,14.4,1017.4,64.0,243.3
2022-06-29,32.1,10.8,71.9,2.4,7.6,1018.2,29.1,288.8
2022-06-30,32.4,10.0,68.9,1.4,10.1,1017.2,58.9,253.5
2023-06-01,21.4,12.9,79.8,11.7,11.9,1015.2,26.2,264.6
2023-06-02,25.7,13.7,72.8,3.6,12.6,1013.3,33.9,283.7
2023-06-03,26.2,14.1,69.9,3.4,16.9,1012.6,17.1,328.4
2023-06-04,25.0,13.4,65.8,0.2,19.8,1012.9,13.4,343.3
2023-06-05,24.0,12.7,69.3,3.4,18.4,1014.3,17.2,346.8
2023-06-06,24.0,12.6,71.3,10.3,15.1,1015.0,49.4,258.8
2023-06-07,21.8,12.2,79.6,9.9,13.7,1015.6,46.2,248.4
2023-06-08,22.2,12.7,78.1,8.7,15.5,1016.3,81.7,294.9
2023-06-09,25.2,14.2,74.1,5.0,12.6,1015.5,75.5,214.3
2023-06-10,25.5,14.3,75.4,3.2,15.5,1015.0,81.0,283.6
2023-06-11,26.3,13.3,71.8,1.1,13.3,1015.1,60.8,334.2
2023-06-12,27.8,13.5,62.2,0.1,23.8,1014.7,55.0,344.2
2023-06-13,27.0,13.3,69.1,1.1,17.3,1015.1,24.9,346.7
2023-06-14,27.0,13.1,73.3,1.4,15.8,1014.4,41.3,337.5
2023-06-15,25.7,13.1,74.7,2.4,15.5,1014.2,56.3,329.2
2023-06-16,26.4,13.5,74.7,2.9,15.8,1015.3,68.5,285.3
2023-06-17,26.6,13.5,60.7,1.0,16.9,1015.0,37.9,339.2
2023-06-18,26.8,12.4,55.3,0.5,14.4,1014.5,4.9,351.9
2023-06-19,26.7,11.9,58.2,0.9,9.4,1015.0,10.7,350.3
2023-06-20,27.1,12.0,59.9,1.5,6.1,1014.4,9.7,348.2
2023-06-21,26.9,12.3,58.4,0.8,14.4,1013.9,26.1,350.0
2023-06-22,25.9,12.1,56.3,1.2,20.2,1014.1,37.4,340.6
2023-06-23,25.4,11.5,57.0,0.9,16.9,1015.2,27.2,342.6
2023-06-24,22.9,12.1,76.0,3.6,9.4,1016.2,97.2,144.7
2023-06-25,18.6,14.0,87.1,25.0,8.6,1015.6,94.0,93.4
2023-06-26,21.3,12.3,81.9,8.3,7.6,1015.5,79.7,206.8
2023-06-27,24.1,10.2,70.9,2.9,11.2,1015.0,33.5,309.9
2023-06-28,23.4,11.5,76.8,4.1,9.7,1014.4,87.7,179.2
2023-06-29,20.7,13.2,85.6,5.1,11.5,1015.0,95.5,169.4
2023-06-30,20.5,11.7,81.7,7.5,8.6,1016.8,80.4,229.7
2024-06-01,34.9,13.9,50.5,0.0,22.0,1010.9,47.5,339.0
2024-06-02,35.4,13.0,52.4,0.3,14.4,1014.3,85.1,291.4
2024-06-03,37.1,12.8,57.2,0.0,17.3,1011.5,44.3,341.7
2024-06-04,37.1,12.7,55.4,0.0,13.3,1009.7,26.3,347.7
2024-06-05,37.9,13.5,49.1,0.0,15.5,1009.1,31.6,343.6
2024-06-06,36.1,14.4,40.5,0.0,16.2,1008.5,54.9,334.2
2024-06-07,35.2,12.7,48.9,0.0,10.8,1011.9,74.0,331.1
2024-06-08,31.4,12.6,63.3,0.4,21.2,1013.5,68.5,226.1
2024-06-09,32.1,12.6,68.1,3.2,11.2,1012.6,78.7,151.9
2024-06-10,32.4,14.0,69.8,2.1,15.5,1009.6,74.9,193.6
2024-06-11,33.9,13.6,58.8,0.2,18.0,1008.5,63.8,340.1
2024-06-12,35.9,13.0,54.1,1.2,14.4,1010.1,76.7,259.8
2024-06-13,32.4,14.2,70.6,3.3,15.5,1011.5,91.5,118.3
2024-06-14,30.1,14.2,84.7,3.5,8.6,1013.2,95.1,95.5
2024-06-15,31.2,12.9,72.5,4.8,14.4,1009.9,54.6,209.1
2024-06-16,34.2,12.7,68.2,4.1,13.0,1009.0,70.1,158.4
2024-06-17,33.4,13.8,72.0,5.0,17.6,1007.4,82.9,233.1
2024-06-18,33.4,13.2,67.6,3.0,18.7,1006.1,61.0,314.7
2024-06-19,30.1,13.8,74.1,4.0,14.8,1004.1,81.6,244.4
2024-06-20,28.1,14.1,87.9,32.9,10.8,1007.2,97.8,91.8
2024-06-21,26.4,13.5,86.5,25.9,8.6,1009.9,98.1,118.8
2024-06-22,27.7,12.9,83.5,15.8,11.5,1012.4,86.5,216.7
2024-06-23,28.2,11.8,78.0,8.2,10.8,1013.1,83.0,259.7
2024-06-24,23.7,14.1,86.6,27.9,7.2,1014.2,99.1,89.8
2024-06-25,25.4,12.9,77.3,2.0,13.7,1014.5,81.1,214.5
2024-06-26,29.2,11.6,67.8,0.0,14.0,1012.0,55.0,330.5
2024-06-27,28.9,12.3,81.4,6.4,14.4,1011.7,81.0,216.0
2024-06-28,29.4,13.8,82.7,18.7,18.0,1011.8,88.3,250.9
2024-06-29,31.7,13.7,80.1,12.8,7.9,1012.6,85.8,225.0
2024-06-30,28.2,13.0,80.1,16.7,12.6,1012.0,88.6,220.4
