name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Ciudad de Oaxaca,29/06/2016,27.4,11.1,17.5,27.1,11.1,17.5,12.7,76.3,10,100,58.33,rain,0,0,27.4,7.2,70.7,1016,75.6,13.3,227.5,19.7,9,,2016-06-29T07:00:00,2016-06-29T20:08:44,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,30/06/2016,28.2,12.4,17.2,28,12.4,17.2,13.2,79.6,9.6,100,54.17,rain,0,0,22,7.2,91.9,1016.4,89.2,11.3,230.5,20,8,,2016-06-30T07:00:17,2016-06-30T20:08:49,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,01/06/2017,26.9,13.7,17.2,27,13.7,17.2,14.4,85.7,11.4,100,100,rain,0,0,27.7,10.8,83.9,1012.9,98.3,13,91.7,7.8,5,,2017-06-01T06:55:53,2017-06-01T20:01:34,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,02/06/2017,29.4,12.7,18.3,28.9,12.7,18.3,14,78.6,5.9,100,50,rain,0,0,24.8,7.6,129.3,1012.6,97.7,12.4,219.6,18.9,8,,2017-06-02T06:55:51,2017-06-02T20:01:55,0.27,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,03/06/2017,29.1,14.8,19.9,29.3,14.8,19.9,15.9,79.9,1.1,100,33.33,rain,0,0,23,6.8,205.5,1013.1,92.2,13.7,176.2,15.3,7,,2017-06-03T06:55:50,2017-06-03T20:02:16,0.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,04/06/2017,30.4,14.7,19.8,30.1,14.7,19.8,15.4,77.8,7.3,100,58.33,rain,0,0,24.5,10.8,232.8,1012.6,82.6,14.3,223.6,19.3,8,,2017-06-04T06:55:50,2017-06-04T20:02:36,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,05/06/2017,28.9,14.8,19.4,29.4,14.8,19.5,15.6,80.5,9.3,100,79.17,rain,0,0,24.8,5.8,231.9,1013.6,90.9,15.6,229.7,19.9,9,,2017-06-05T06:55:51,2017-06-05T20:02:56,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,06/06/2017,30.7,15.2,19.8,30.5,15.2,19.8,16.1,81.3,11,100,62.5,rain,0,0,24.8,10.8,236.8,1014.3,89.6,13,207.5,18,7,,2017-06-06T06:55:52,2017-06-06T20:03:16,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,07/06/2017,28.2,13.6,18.7,28.3,13.6,18.7,15,80.8,9.4,100,50,rain,0,0,25.2,6.1,335.5,1015.3,86.5,13.2,250.9,21.5,9,,2017-06-07T06:55:55,2017-06-07T20:03:36,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,08/06/2017,26.7,14.4,18.5,26.7,14.4,18.5,15.3,83.4,26.2,100,91.67,rain,0,0,23.4,14.4,70.4,1015.5,92.9,10.3,158.3,13.7,7,,2017-06-08T06:55:58,2017-06-08T20:03:55,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,09/06/2017,30.2,13.4,18.5,29.8,13.4,18.5,14.2,79.6,11.6,100,50,rain,0,0,23.4,10.8,163.7,1013.9,92.1,12.7,225.7,19.5,8,,2017-06-09T06:56:03,2017-06-09T20:04:14,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,10/06/2017,27.9,14.3,18.8,28.4,14.3,18.9,15.6,83.2,10.8,100,75,rain,0,0,30.6,10.8,211.2,1014.2,90.9,10.7,198.2,17,7,,2017-06-10T06:56:08,2017-06-10T20:04:33,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,11/06/2017,28.6,14.7,18.5,28.5,14.7,18.5,15.5,84.5,20.1,100,62.5,rain,0,0,25.9,5.4,229.6,1014.6,93.3,13.2,171.2,15,7,,2017-06-11T06:56:14,2017-06-11T20:04:51,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,12/06/2017,28.9,14.2,19,29,14.2,19,15.3,81.7,20.6,100,66.67,rain,0,0,29.5,7.2,10.9,1013.1,95.8,11.8,187.3,16.2,9,,2017-06-12T06:56:20,2017-06-12T20:05:09,0.61,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,13/06/2017,27.9,14.2,17.9,28.1,14.2,17.9,15.4,87,44.3,100,100,rain,0,0,31,7.2,143.4,1011.6,97.3,13.7,90.7,7.9,5,,2017-06-13T06:56:28,2017-06-13T20:05:26,0.64,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,14/06/2017,27.9,14.1,17.9,28.2,14.1,17.9,15.2,86.1,19.6,100,79.17,rain,0,0,26.6,10.8,135.2,1013.1,94.9,14.3,112.2,9.7,4,,2017-06-14T06:56:36,2017-06-14T20:05:43,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,15/06/2017,26.2,13.5,17.7,26.2,13.5,17.7,14.6,83.5,41.3,100,87.5,rain,0,0,23,6.1,212,1015.2,94.8,14.2,163.1,14,7,,2017-06-15T06:56:45,2017-06-15T20:05:59,0.71,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,16/06/2017,29.1,12.8,18,28.6,12.8,17.9,14.4,81.7,8.4,100,70.83,rain,0,0,24.8,5.8,256.5,1015.7,82.9,20,233.5,20.2,8,,2017-06-16T06:56:55,2017-06-16T20:06:15,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,17/06/2017,29.4,12.6,18.7,29.3,12.6,18.7,14.5,79,3.2,100,54.17,rain,0,0,22.7,7.2,236.7,1012.8,88.2,10.3,217.1,18.6,9,,2017-06-17T06:57:05,2017-06-17T20:06:30,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,18/06/2017,28.6,13.2,18.7,28.6,13.2,18.7,14.9,80.7,15.8,100,70.83,rain,0,0,23,5,343.6,1011.4,86.3,12.5,233.6,20,8,,2017-06-18T06:57:16,2017-06-18T20:06:45,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,19/06/2017,27.2,13.7,17.8,27.3,13.7,17.8,14.5,82.5,19.7,100,75,rain,0,0,24.8,14.4,103,1012,92.2,12,199.9,17.4,7,,2017-06-19T06:57:28,2017-06-19T20:06:59,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,20/06/2017,29.2,12.4,18.4,28.1,12.4,18.4,13.6,76.5,15.3,100,75,rain,0,0,23.4,7.2,59.6,1012.8,85.2,15.2,209.6,18.3,7,,2017-06-20T06:57:40,2017-06-20T20:07:13,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,21/06/2017,27.4,11.3,18.7,27.3,11.3,18.7,12.7,70.9,1.7,100,41.67,rain,0,0,20.2,7.2,178.7,1012.8,74.9,15.2,241.7,20.8,9,,2017-06-21T06:57:53,2017-06-21T20:07:25,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,22/06/2017,28.7,13.6,19,28.4,13.6,19.1,14.9,79,17.6,100,66.67,rain,0,0,23,6.1,231.9,1013,83.1,13.2,203.9,17.6,8,,2017-06-22T06:58:06,2017-06-22T20:07:38,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,23/06/2017,29.7,12.9,19,29.2,12.9,18.9,15.1,80.9,12.1,100,75,rain,0,0,26.3,5.8,206.9,1012.5,84.6,13.8,202.2,17.2,7,,2017-06-23T06:58:20,2017-06-23T20:07:49,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,24/06/2017,29.9,13.7,17.9,29.8,13.7,17.9,14,80.3,18.6,100,66.67,rain,0,0,34.9,14.4,115.9,1014.4,93.2,16.4,169.4,14.7,7,,2017-06-24T06:58:35,2017-06-24T20:08:00,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,25/06/2017,28.7,13.8,17.9,28.2,13.8,17.8,14.5,82.7,18.2,100,91.67,rain,0,0,34.9,14.4,122.6,1016.7,95.4,12.3,203.7,17.6,8,,2017-06-25T06:58:50,2017-06-25T20:08:10,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,26/06/2017,26.6,12.2,16.8,26.6,12.2,16.8,14.5,87.4,15.5,100,58.33,rain,0,0,21.6,43.2,76.6,1017.5,95.3,8.8,198.3,17.3,8,,2017-06-26T06:59:06,2017-06-26T20:08:19,0.09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,27/06/2017,27.1,13.6,17.5,27.4,13.6,17.5,14.8,85.4,18.2,100,83.33,rain,0,0,24.1,6.8,134.5,1016.4,95,12.2,199.9,17.3,8,,2017-06-27T06:59:22,2017-06-27T20:08:27,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,28/06/2017,24.9,13.4,17.5,24.9,13.4,17.5,15.4,88.2,17.9,100,91.67,rain,0,0,25.6,6.1,207.7,1015.5,95.7,8.5,186.7,16.3,8,,2017-06-28T06:59:38,2017-06-28T20:08:35,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,29/06/2017,27.4,13.6,18.4,27.7,13.6,18.4,15.6,85,7.4,100,66.67,rain,0,0,22,5.8,190.6,1015.3,91.9,10.7,201.8,17.5,7,,2017-06-29T06:59:55,2017-06-29T20:08:42,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,30/06/2017,25.2,14.5,16.8,25.2,14.5,16.8,15.4,92.2,25.7,100,100,rain,0,0,28.4,6.5,175.8,1016.1,98.2,9.7,147.3,12.9,6,,2017-06-30T07:00:12,2017-06-30T20:08:48,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,01/06/2018,33.1,13.6,21,32.6,13.6,21,14.1,68.5,2.6,100,45.83,rain,0,0,26.6,10.8,238.7,1012.5,48.7,11.5,289,24.8,9,,2018-06-01T06:55:54,2018-06-01T20:01:30,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,02/06/2018,28.9,12.7,19.5,28.6,12.7,19.5,12.8,67.7,3.2,100,29.17,rain,0,0,29.5,7.2,86.3,1013.2,70.1,14.2,268.4,23,10,,2018-06-02T06:55:52,2018-06-02T20:01:51,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,03/06/2018,30.2,12.2,18.8,29.2,12.2,18.8,11.9,66.9,2,100,37.5,rain,0,0,43.9,14.4,86.5,1015.2,40.2,18.3,263.1,22.5,9,,2018-06-03T06:55:51,2018-06-03T20:02:11,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,04/06/2018,30.9,11.1,18.9,30.4,11.1,18.9,12.4,68.8,1.5,100,25,rain,0,0,29.2,10.8,115.4,1016,52.7,16.5,259.6,22.5,10,,2018-06-04T06:55:51,2018-06-04T20:02:32,0.7,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,05/06/2018,32.4,12.3,18.3,32.4,12.3,18.3,14.4,80.6,4.9,100,45.83,rain,0,0,29.2,9.4,207.2,1015.2,80.4,12.7,222.9,19.1,7,,2018-06-05T06:55:51,2018-06-05T20:02:52,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,06/06/2018,29.9,14,18.9,30.8,14,19,16,85.3,7.7,100,62.5,rain,0,0,26.6,7.2,208.1,1013,95.3,8.8,213.4,18.5,7,,2018-06-06T06:55:53,2018-06-06T20:03:12,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,07/06/2018,27.9,13.8,18,28.3,13.8,18,16.1,89.4,25.7,100,75,rain,0,0,26.3,7.2,179.8,1014.1,91.4,10.6,197.5,17.1,7,,2018-06-07T06:55:55,2018-06-07T20:03:32,0.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,08/06/2018,29.1,14.1,19.2,29.5,14.1,19.2,15,79.3,7.2,100,58.33,rain,0,0,31,10.8,88.1,1014.5,83.5,11.8,205.2,17.8,8,,2018-06-08T06:55:58,2018-06-08T20:03:51,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,09/06/2018,28.7,13,18.4,28.3,13,18.4,14.2,78.5,20.9,100,58.33,rain,0,0,30.2,10.8,110.8,1015.7,85.3,15.2,190.3,16.4,8,,2018-06-09T06:56:02,2018-06-09T20:04:10,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,10/06/2018,29.1,13,18.7,29.4,13,18.7,15,80.9,13.8,100,66.67,rain,0,0,27.7,7.2,181.2,1015.3,91.7,14.2,200.2,17.2,7,,2018-06-10T06:56:07,2018-06-10T20:04:29,0.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,11/06/2018,29.9,13.5,17.9,30.3,13.5,18,15.2,86.2,9.3,100,54.17,rain,0,0,27.4,7.6,205.4,1014.6,95.4,13.8,190.1,16.4,8,,2018-06-11T06:56:13,2018-06-11T20:04:47,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,12/06/2018,26.2,14.9,18,26.2,14.9,18,15.9,88.4,12.8,100,75,rain,0,0,26.3,14.4,176.4,1014.7,98.5,13.7,171,14.8,7,,2018-06-12T06:56:19,2018-06-12T20:05:05,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,13/06/2018,28.1,13.6,17.6,28.3,13.6,17.6,15.6,89.6,17.8,100,91.67,rain,0,0,25.2,4.7,230.8,1015.5,97.8,7,153.8,13.3,6,,2018-06-13T06:56:26,2018-06-13T20:05:23,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,14/06/2018,26.4,13.3,17.1,26.4,13.3,17.1,15.2,89.5,12.5,100,91.67,rain,0,0,42.8,11.5,154.2,1015.5,96.6,8.8,106.8,9.3,4,,2018-06-14T06:56:34,2018-06-14T20:05:40,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,15/06/2018,25.2,13.4,17.1,25.2,13.4,17.1,15.1,88.9,10.6,100,100,rain,0,0,26.3,6.1,140,1014.5,95,8,116,10.1,6,,2018-06-15T06:56:43,2018-06-15T20:05:56,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,16/06/2018,23.9,13.9,17.1,23.9,13.9,17.1,15.6,91.2,23.9,100,87.5,rain,0,0,40,7.9,167.1,1013.3,96.5,9.3,156.5,13.4,6,,2018-06-16T06:56:53,2018-06-16T20:06:12,0.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,17/06/2018,25.7,13.5,16.8,25.7,13.5,16.8,15.3,91.6,58.1,100,100,rain,0,0,36.4,7.2,180.7,1015.2,97.9,10.8,60.7,5.2,3,,2018-06-17T06:57:03,2018-06-17T20:06:27,0.14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,18/06/2018,23.2,13.9,17,23.2,13.9,17,14.5,85.7,23.3,100,75,rain,0,0,39.6,12.6,206.5,1016.6,97.5,13.2,192.6,16.6,7,,2018-06-18T06:57:14,2018-06-18T20:06:42,0.17,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,19/06/2018,28.9,12.3,18.3,29.3,12.3,18.3,13.9,78.1,0.6,100,12.5,rain,0,0,33.8,11.5,211,1015.9,91.8,14.2,268.3,23.2,9,,2018-06-19T06:57:25,2018-06-19T20:06:57,0.2,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,20/06/2018,27.9,11.5,18.3,27.8,11.5,18.3,12.5,73.5,0,0,0,,0,0,34.2,10.8,225.9,1015.2,88.7,14.2,308.9,26.6,10,,2018-06-20T06:57:37,2018-06-20T20:07:10,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76773099999,remote"
Ciudad de Oaxaca,21/06/2018,26.9,13.4,17.9,27.5,13.4,17.9,13.8,78.8,0.9,100,16.67,rain,0,0,29.9,21.6,207.5,1015.1,88,11.8,253.6,21.9,9,,2018-06-21T06:57:50,2018-06-21T20:07:23,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,22/06/2018,25.7,12.1,16.5,25.7,12.1,16.5,14.2,87.4,13.4,100,66.67,rain,0,0,28.1,7.9,158,1016,93.3,9.5,224.7,19.4,9,,2018-06-22T06:58:04,2018-06-22T20:07:35,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,23/06/2018,28.2,11.5,16.8,29,11.5,16.9,14.1,85.4,9.2,100,54.17,rain,0,0,30.2,7.9,216.6,1016,92.7,13.3,224.3,19.4,8,,2018-06-23T06:58:18,2018-06-23T20:07:47,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,24/06/2018,27.7,13.2,17.7,28.4,13.2,17.7,14.8,84.4,5.8,100,37.5,rain,0,0,31.3,8.6,231.3,1015.5,94.5,12.2,230,19.9,9,,2018-06-24T06:58:32,2018-06-24T20:07:58,0.38,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,25/06/2018,26.7,11.9,17.2,26.7,11.9,17.2,14.6,85.9,6.3,100,50,rain,0,0,31,7.9,169.2,1015.6,84,10.8,251.4,21.7,9,,2018-06-25T06:58:47,2018-06-25T20:08:08,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,26/06/2018,25.9,13,17.6,25.9,13,17.6,14.2,82.1,9.4,100,83.33,rain,0,0,25.2,5,81.8,1016.8,93.4,9.3,212.9,18.4,8,,2018-06-26T06:59:02,2018-06-26T20:08:17,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,27/06/2018,26.7,12.6,17.6,26.7,12.6,17.6,13.9,81.1,14.8,100,91.67,rain,0,0,24.1,7.2,93.1,1016.7,80.2,16.5,245.2,21.3,8,,2018-06-27T06:59:18,2018-06-27T20:08:26,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,28/06/2018,27.9,11.7,17.1,28.2,11.7,17.1,14.3,85.5,18.6,100,45.83,rain,0,0,33.5,7.2,105.7,1016.8,84.3,12.8,194.1,16.8,7,,2018-06-28T06:59:35,2018-06-28T20:08:34,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,29/06/2018,26.1,11.1,17.1,26.1,11.1,17.1,13.6,81.7,9.2,100,45.83,rain,0,0,23.8,6.5,86.8,1017.3,84.2,12.4,213.7,18.2,8,,2018-06-29T06:59:52,2018-06-29T20:08:41,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,30/06/2018,27.1,10.9,17.4,27.1,10.9,17.4,12.5,76.6,1.4,100,33.33,rain,0,0,31,10.8,74.2,1016.7,91.7,11,247.5,21.4,8,,2018-06-30T07:00:09,2018-06-30T20:08:47,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,01/06/2019,28.4,14.1,19,28.6,14.1,19.1,14.8,79.2,20.7,100,87.5,rain,0,0,33.5,10.8,134.7,1012.6,92.3,16.8,183.7,15.7,7,,2019-06-01T06:55:56,2019-06-01T20:01:25,0.94,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,02/06/2019,28.2,14.3,18.2,29.1,14.3,18.2,15.5,85.8,19.5,100,95.83,rain,0,0,24.1,10.8,56.4,1012.6,89.3,14.2,175.9,15.1,7,,2019-06-02T06:55:53,2019-06-02T20:01:46,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,03/06/2019,25.4,14.4,18.3,25.4,14.4,18.3,16.1,88.7,19.2,100,100,rain,0,0,25.2,7.6,213.4,1013.5,97.4,10.3,165.4,14.4,7,,2019-06-03T06:55:52,2019-06-03T20:02:07,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,04/06/2019,25.4,15.3,17.5,25.4,15.3,17.5,16.2,93,33.1,100,100,rain,0,0,28.8,7.2,193.2,1015.5,99.1,7.2,52.8,4.8,1,,2019-06-04T06:55:51,2019-06-04T20:02:27,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,05/06/2019,28.6,13.2,19.4,28.8,13.2,19.4,15.1,78.8,1.8,100,8.33,rain,0,0,36,11.9,209.6,1015.2,88.3,7.8,278.8,24.1,10,,2019-06-05T06:55:51,2019-06-05T20:02:48,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,06/06/2019,29.9,12.7,20.8,30.5,12.7,20.9,15,72.2,0,0,0,,0,0,24.1,7.2,271.2,1013.4,86,10.9,265,22.9,10,,2019-06-06T06:55:53,2019-06-06T20:03:08,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76773099999,remote"
Ciudad de Oaxaca,07/06/2019,29.2,15.1,19,29.7,15.1,19,16.2,85.2,3.3,100,37.5,rain,0,0,25.2,10.8,256,1013.9,93.4,11.2,194.1,16.9,6,,2019-06-07T06:55:55,2019-06-07T20:03:28,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,08/06/2019,31.9,14.2,20.4,32.4,14.2,20.4,15.3,75.9,1.8,100,29.17,rain,0,0,26.6,7.2,74.7,1013.4,71.2,10.8,276.7,23.8,9,,2019-06-08T06:55:58,2019-06-08T20:03:47,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"76773099999,remote"
Ciudad de Oaxaca,09/06/2019,32.1,15.8,20.8,31,15.8,20.8,15.4,74.6,3.1,100,50,rain,0,0,26.3,7.2,141.8,1014.5,63,11.8,261.4,22.6,8,,2019-06-09T06:56:02,2019-06-09T20:04:06,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,10/06/2019,31.7,14.4,20.5,29.6,14.4,20.3,12.3,64.8,0.5,100,12.5,rain,0,0,45,21.6,68.1,1015.9,41.6,15.2,331,28.4,10,,2019-06-10T06:56:06,2019-06-10T20:04:25,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,11/06/2019,30.1,11.1,19.3,28.9,11.1,19.2,11.5,64.4,0.7,100,16.67,rain,0,0,39.6,14.4,64,1016.5,62.1,15.3,304.7,26.3,10,,2019-06-11T06:56:12,2019-06-11T20:04:44,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,12/06/2019,30.4,13.3,20.2,29.6,13.3,20.1,13.1,66.9,5.9,100,66.67,rain,0,0,19.8,7.2,61,1014.4,63.8,12.5,274.1,23.7,9,,2019-06-12T06:56:18,2019-06-12T20:05:02,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,13/06/2019,29.7,14.8,20.3,29,14.8,20.2,13.9,69.8,4.1,100,50,rain,0,0,25.6,7.2,116.6,1015,86.7,12.5,216.1,18.7,9,,2019-06-13T06:56:25,2019-06-13T20:05:19,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,14/06/2019,29.9,13.1,18.7,29.1,13.1,18.6,14.3,78.8,19.6,100,58.33,rain,0,0,23.4,7.2,92.3,1016.5,79.2,16,188.4,16.3,7,,2019-06-14T06:56:33,2019-06-14T20:05:36,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,15/06/2019,27.2,14.7,17.9,27.5,14.7,17.9,15.6,87.6,12.5,100,62.5,rain,0,0,25.9,7.2,186.2,1016.2,93.3,13.6,170.9,14.9,7,,2019-06-15T06:56:42,2019-06-15T20:05:53,0.44,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
