name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Ciudad de Oaxaca,16/06/2019,28.1,13.7,18.1,28,13.7,18.1,15.4,86,5.4,100,41.67,rain,0,0,31,25.2,153.9,1015.7,79.5,12.6,253.4,22,9,,2019-06-16T06:56:51,2019-06-16T20:06:09,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,17/06/2019,28.2,13.2,17.6,29.1,13.2,17.6,15.3,87.5,7.2,100,54.17,rain,0,0,28.1,7.9,205.8,1015.5,82.3,12.4,236.6,20.4,8,,2019-06-17T06:57:01,2019-06-17T20:06:24,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,18/06/2019,29.2,13.1,18.2,29.7,13.1,18.2,15.8,87.2,16,100,54.17,rain,0,0,25.2,10.8,352.6,1016.3,90.1,10.5,209.4,18.1,8,,2019-06-18T06:57:12,2019-06-18T20:06:39,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,19/06/2019,29.2,13.1,18.5,29.8,13.1,18.6,15.5,84.5,8.3,100,62.5,rain,0,0,21.6,7.2,22.9,1016.5,86.9,11,256.8,22.2,9,,2019-06-19T06:57:23,2019-06-19T20:06:54,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,20/06/2019,31.1,14.2,18.7,32.4,14.2,18.7,16,86.9,13.9,100,70.83,rain,0,0,22.7,7.2,177.9,1015.4,80.9,10.3,224,19.4,9,,2019-06-20T06:57:35,2019-06-20T20:07:08,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,21/06/2019,30.7,13.4,19.1,31,13.4,19.1,15.6,83,10.4,100,58.33,rain,0,0,22.7,5.8,153.8,1015.4,80.8,9.5,245.3,21.2,8,,2019-06-21T06:57:48,2019-06-21T20:07:21,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,22/06/2019,26.4,15,18.6,26.4,15,18.6,16.1,86.7,19.5,100,95.83,rain,0,0,20.9,5.8,202.4,1017.3,94,10.8,164.7,14.2,7,,2019-06-22T06:58:01,2019-06-22T20:07:33,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,23/06/2019,26.2,14,17.9,26.2,14,17.9,15.9,88.8,14.8,100,87.5,rain,0,0,33.5,10.8,198.8,1016.4,91,10.7,205.5,17.7,8,,2019-06-23T06:58:15,2019-06-23T20:07:45,0.71,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,24/06/2019,26.1,13.8,17.4,26.1,13.8,17.4,15.3,88.7,14.4,100,50,rain,0,0,31,9,179.6,1015.8,92.7,11,188.9,16.1,8,,2019-06-24T06:58:29,2019-06-24T20:07:56,0.74,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,25/06/2019,26.6,12.7,17.9,26.6,12.7,17.9,14.6,82.7,6,100,45.83,rain,0,0,29.5,14.4,121.1,1015.7,92.7,8.2,263.6,22.8,9,,2019-06-25T06:58:44,2019-06-25T20:08:06,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,26/06/2019,28.9,12.1,18.7,28.3,12.1,18.6,14.2,78.5,4,100,33.33,rain,0,0,27.7,14.4,77.1,1015.4,72.4,10.4,250.6,21.8,9,,2019-06-26T06:58:59,2019-06-26T20:08:16,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,27/06/2019,26.7,12.1,18.6,26.7,12.1,18.6,12.4,69.7,0,0,0,,0,0,47.5,14.8,69.9,1016,39.2,11.1,311.8,27,10,,2019-06-27T06:59:15,2019-06-27T20:08:25,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76773099999,remote"
Ciudad de Oaxaca,28/06/2019,27.7,10.9,18.2,27.2,10.9,18.1,11.8,68.9,1.4,100,33.33,rain,0,0,39.6,10.8,75,1016.3,20.8,10.4,285.2,24.9,10,,2019-06-28T06:59:31,2019-06-28T20:08:33,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,29/06/2019,26.9,11.3,17.7,26.7,11.3,17.7,12,72,1.5,100,37.5,rain,0,0,27.4,10.8,79.7,1017.4,47.2,15.2,252.5,21.9,9,,2019-06-29T06:59:48,2019-06-29T20:08:40,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,30/06/2019,29.4,10.4,17.2,29.3,10.4,17.2,13.1,79.5,11.8,100,45.83,rain,0,0,22,5.8,73.4,1017.1,75.3,11.7,224.5,19.3,9,,2019-06-30T07:00:05,2019-06-30T20:08:46,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,01/06/2020,29.7,12.2,18.6,29.3,12.2,18.6,13.7,76.2,8.3,100,50,rain,0,0,28.1,10.8,50.5,1014.5,78.5,15.5,232.6,20,8,,2020-06-01T06:55:54,2020-06-01T20:01:42,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,02/06/2020,32.7,13.9,19.5,31.4,13.9,19.4,15.1,79.2,16.8,100,83.33,rain,0,0,33.1,7.6,229.6,1014,85.2,15.5,222.3,19.1,8,,2020-06-02T06:55:53,2020-06-02T20:02:03,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,03/06/2020,31.1,15,20,30.7,15,19.9,14.9,76.1,6.8,100,79.17,rain,0,0,30.6,10.8,311.3,1012.5,91.1,14.8,235.4,20.3,8,,2020-06-03T06:55:52,2020-06-03T20:02:23,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,04/06/2020,32.1,14.6,20.1,31.2,14.6,20,15.1,76.4,8.4,100,83.33,rain,0,0,37.4,18,48.3,1010.6,88.6,14.8,238.7,20.7,8,,2020-06-04T06:55:52,2020-06-04T20:02:44,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,05/06/2020,33.4,13.9,20.3,31.8,13.9,20.2,14.3,72.9,4.8,100,54.17,rain,0,0,25.9,10.8,168.7,1011.4,72.3,17.3,248.4,21.4,8,,2020-06-05T06:55:53,2020-06-05T20:03:04,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,06/06/2020,29.4,13.5,18.7,28.8,13.5,18.7,15.6,85.1,8.6,100,79.17,rain,0,0,33.1,10.8,189,1013.9,78.2,13.2,225.6,19.5,7,,2020-06-06T06:55:55,2020-06-06T20:03:24,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,07/06/2020,28.4,13.1,18.5,28.6,13.1,18.5,14.7,81,3.6,100,54.17,rain,0,0,32.8,10.4,216.5,1014.2,63.6,15.3,254.9,21.9,9,,2020-06-07T06:55:58,2020-06-07T20:03:43,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,08/06/2020,31.1,13.4,19.2,30.6,13.4,19.1,14.7,77.9,1.8,100,20.83,rain,0,0,36.4,11.2,223.9,1014.9,62.9,17.2,285.4,24.7,10,,2020-06-08T06:56:01,2020-06-08T20:04:02,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,09/06/2020,30.2,13.8,19.2,29.5,13.8,19.2,15.1,79.4,2.6,100,16.67,rain,0,0,34.6,9.7,240.7,1014.6,78.1,13.5,267.3,23.1,10,,2020-06-09T06:56:06,2020-06-09T20:04:21,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,10/06/2020,32.1,14,20,31.8,14,19.9,15.8,80,13.1,100,54.17,rain,0,0,28.1,18,68,1015.6,78.6,11,230.1,19.9,8,,2020-06-10T06:56:11,2020-06-10T20:04:40,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,11/06/2020,30.1,13.7,19.3,29,13.7,19.2,13.8,73.6,1.4,100,16.67,rain,0,0,37.4,14.4,53.4,1017.6,90.4,16.2,224.2,19.4,8,,2020-06-11T06:56:17,2020-06-11T20:04:58,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,12/06/2020,28.4,12.5,18.9,27.3,12.5,18.8,12.5,70,1.7,100,29.17,rain,0,0,45,13.3,56.6,1017.6,77.4,16.5,288.6,24.9,9,,2020-06-12T06:56:24,2020-06-12T20:05:16,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,13/06/2020,31.2,12.6,19,29.9,12.6,18.9,12.3,68.7,4.8,100,41.67,rain,0,0,34.2,10.8,80.8,1015,56.5,17.2,243.8,21.2,8,,2020-06-13T06:56:32,2020-06-13T20:05:33,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,14/06/2020,32.9,11.2,18.7,31.3,11.2,18.6,12.8,72.6,4,100,37.5,rain,0,0,26.3,10.8,98.6,1015,64,17.2,246.2,21.3,10,,2020-06-14T06:56:40,2020-06-14T20:05:50,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,15/06/2020,32.7,11.5,19.2,32.2,11.5,19.1,12.6,69.3,0.4,100,16.67,rain,0,0,25.9,14.4,69.2,1016.3,38,14,286.1,24.8,9,,2020-06-15T06:56:49,2020-06-15T20:06:06,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,16/06/2020,30.7,11.8,19.5,29.2,11.8,19.3,10.9,61.7,2,100,20.83,rain,0,0,27,7.2,78.2,1016,35.9,17.2,319.1,27.7,10,,2020-06-16T06:56:59,2020-06-16T20:06:21,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,17/06/2020,29.2,12.9,19.5,28.5,12.9,19.5,13.4,69.8,2.3,100,45.83,rain,0,0,23.4,18,49.1,1015.9,57.3,15.3,266.3,23.2,9,,2020-06-17T06:57:10,2020-06-17T20:06:37,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,18/06/2020,30.2,13.1,19,30.2,13.1,19,14.5,77.4,11.5,100,50,rain,0,0,25.9,14.4,142.7,1014.8,81.4,14.8,220.8,19,9,,2020-06-18T06:57:21,2020-06-18T20:06:51,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,19/06/2020,32.1,12.9,20.1,30.9,12.9,20,13.7,70.7,3.3,100,62.5,rain,0,0,24.8,14.4,186.7,1014.4,86.8,14.2,279.4,24,9,,2020-06-19T06:57:33,2020-06-19T20:07:05,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,20/06/2020,32.1,15,20.3,31.7,15,20.2,14.3,72.4,8.5,100,50,rain,0,0,28.1,7.2,187.3,1014.6,88,15.2,251.8,21.7,10,,2020-06-20T06:57:45,2020-06-20T20:07:18,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,21/06/2020,30.9,15.1,19.2,31.4,15.1,19.3,15.8,82.8,18.2,100,79.17,rain,0,0,25.2,10.8,245.4,1016,87,17.2,205.1,17.9,8,,2020-06-21T06:57:58,2020-06-21T20:07:31,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,22/06/2020,28.2,15.3,18.2,28.6,15.3,18.2,15.4,85.3,18.9,100,70.83,rain,0,0,29.2,7.6,245.1,1016.7,95.2,12.8,180.1,15.7,8,,2020-06-22T06:58:12,2020-06-22T20:07:43,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,23/06/2020,24.9,12.7,16.8,24.9,12.7,16.8,14.9,89.5,27.3,100,75,rain,0,0,23.8,10.8,263.6,1015.6,94.5,9.7,171.2,14.8,7,,2020-06-23T06:58:26,2020-06-23T20:07:54,0.09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,24/06/2020,23.1,13.6,17,23.1,13.6,17,14.6,86.8,35.5,100,79.17,rain,0,0,38.2,7.2,198,1015.1,96.8,8.7,156.1,13.4,7,,2020-06-24T06:58:41,2020-06-24T20:08:05,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,25/06/2020,25.7,13,16.9,25.7,13,16.9,14.9,89.2,24.9,100,100,rain,0,0,34.9,7.6,93.7,1015.3,94.8,10.7,137.7,11.7,6,,2020-06-25T06:58:56,2020-06-25T20:08:14,0.16,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,26/06/2020,29.2,12,18.8,28.3,12,18.7,13.5,74.8,2.3,100,33.33,rain,0,0,34.6,9.7,116.9,1016.5,69.8,8.3,276.6,23.9,9,,2020-06-26T06:59:12,2020-06-26T20:08:23,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,27/06/2020,31.2,11.2,19.4,30.6,11.2,19.4,13.5,72.5,2.4,100,29.17,rain,0,0,26.3,7.2,117.9,1015.9,68.1,11.2,285.7,24.7,10,,2020-06-27T06:59:28,2020-06-27T20:08:32,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,28/06/2020,29.7,13.8,19.5,28.9,13.8,19.4,13.9,73.6,7.5,100,66.67,rain,0,0,21.2,7.2,256.7,1015.1,65.3,12,250,21.9,8,,2020-06-28T06:59:45,2020-06-28T20:08:39,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,29/06/2020,30.7,14.5,19,30.6,14.5,19,14.9,79.4,11.3,100,79.17,rain,0,0,23.8,6.5,228.3,1015.2,70.9,12.8,230.8,20.1,8,,2020-06-29T07:00:02,2020-06-29T20:08:46,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,30/06/2020,26.7,12.8,18.3,26.7,12.8,18.3,14.8,81,9.8,100,75,rain,0,0,23,14.4,182.7,1015.4,87.7,10.2,236.1,20.3,8,,2020-06-30T07:00:19,2020-06-30T20:08:51,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,01/06/2021,30.9,12.6,19.5,30.7,12.6,19.4,14.1,75.1,3.3,100,70.83,rain,0,0,25.6,7.2,160.9,1015.5,74.9,12.2,252.4,21.6,8,,2021-06-01T06:55:55,2021-06-01T20:01:37,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,02/06/2021,29.7,14.3,19.4,29.4,14.3,19.4,14.2,74.6,13.1,100,70.83,rain,0,0,24.1,7.2,157.9,1014.5,77,13.3,236.9,20.4,8,,2021-06-02T06:55:53,2021-06-02T20:01:58,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,03/06/2021,27.4,13.4,17.5,27.6,13.4,17.5,15,86.4,8,100,70.83,rain,0,0,20.5,21.6,162.5,1015.2,87.1,12.2,115.2,10,4,,2021-06-03T06:55:52,2021-06-03T20:02:19,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,04/06/2021,28.7,11.3,17.8,28.6,11.3,17.8,14.2,81.8,3.7,100,54.17,rain,0,0,27.4,7.6,270.3,1016,76.2,12.8,241.2,20.7,7,,2021-06-04T06:55:52,2021-06-04T20:02:39,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,05/06/2021,21.9,13.9,17.2,21.9,13.9,17.2,15.2,88.5,9.7,100,62.5,rain,0,0,29.9,9.7,248.9,1016.2,91.9,8.8,192.7,16.7,8,,2021-06-05T06:55:53,2021-06-05T20:03:00,0.84,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,06/06/2021,26.7,12.6,18,26.7,12.6,18,15,84.3,13.6,100,45.83,rain,0,0,31.3,14.4,307.9,1015.2,82.8,11.5,222.5,19,9,,2021-06-06T06:55:55,2021-06-06T20:03:20,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,07/06/2021,29.7,12.5,18.9,29.9,12.5,18.9,15.3,82.1,14.1,100,45.83,rain,0,0,22.3,10.8,346.4,1014.9,88.8,12.8,220.1,19,9,,2021-06-07T06:55:57,2021-06-07T20:03:39,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,08/06/2021,30.7,13,18.7,31.1,13,18.7,14.7,80.3,14.2,100,58.33,rain,0,0,23,7.2,104.1,1015.6,87.2,9.8,214.5,18.6,8,,2021-06-08T06:56:01,2021-06-08T20:03:59,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,09/06/2021,30.9,13.3,19,30.4,13.3,18.9,14.7,79.8,15.9,100,70.83,rain,0,0,24.8,7.2,92.8,1016.6,88.2,11.8,208.4,18.1,8,,2021-06-09T06:56:05,2021-06-09T20:04:18,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,10/06/2021,26.2,11.9,17.4,26.2,11.9,17.4,13.3,79.3,14.8,100,75,rain,0,0,24.8,7.2,71.5,1015.9,92.8,15.3,166.7,14.2,8,,2021-06-10T06:56:10,2021-06-10T20:04:36,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,11/06/2021,22.4,12.7,16.4,22.4,12.7,16.4,13.5,83.9,8.1,100,87.5,rain,0,0,24.1,5,66.5,1014.4,98.9,14,135,11.5,6,,2021-06-11T06:56:16,2021-06-11T20:04:54,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,12/06/2021,25.9,12.5,16.7,25.9,12.5,16.7,14,85.3,10,100,37.5,rain,0,0,26.6,10.8,152.4,1013.8,97.7,12.3,210.6,18.3,7,,2021-06-12T06:56:23,2021-06-12T20:05:12,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,13/06/2021,25.7,12.9,17.3,25.7,12.9,17.3,14.8,86.9,10.7,100,75,rain,0,0,31.7,9.7,176.6,1015.1,95.2,9.8,177.5,15.3,9,,2021-06-13T06:56:30,2021-06-13T20:05:30,0.11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,14/06/2021,24.1,13.4,17.3,24.1,13.4,17.3,15,87.2,8.6,100,95.83,rain,0,0,20.2,6.5,219.8,1014.9,97.1,11.8,116,9.8,4,,2021-06-14T06:56:39,2021-06-14T20:05:46,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,15/06/2021,22.4,14.3,17.3,22.4,14.3,17.3,15.7,90.6,30.5,100,100,rain,0,0,28.1,4,288.3,1014.9,99.3,4.8,114.2,9.7,5,,2021-06-15T06:56:47,2021-06-15T20:06:03,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,16/06/2021,26.9,14.4,18.6,27.2,14.4,18.6,14.9,80.5,12.9,100,87.5,rain,0,0,44.3,10.1,46.5,1012.7,96.5,15,160.2,13.8,6,,2021-06-16T06:56:57,2021-06-16T20:06:19,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,17/06/2021,24.9,14.4,17.9,24.9,14.4,17.9,14.6,82.3,18.5,100,100,rain,0,0,34.2,7.2,99.8,1012.6,99,16.3,137.6,12.1,6,,2021-06-17T06:57:08,2021-06-17T20:06:34,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,18/06/2021,20.7,14,16.1,20.7,14,16.1,14.7,91.7,33.2,100,100,rain,0,0,50.8,9,115.1,1014.7,99.2,10.7,51.5,4.3,2,,2021-06-18T06:57:19,2021-06-18T20:06:48,0.29,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,19/06/2021,26.4,13.4,17.8,26.4,13.4,17.8,14.6,82.8,2.1,100,45.83,rain,0,0,40.7,13,174.1,1016.5,90.9,12,237.1,20.5,8,,2021-06-19T06:57:30,2021-06-19T20:07:03,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,20/06/2021,23.1,12.4,17.6,23.1,12.4,17.6,13.3,78,2.8,100,33.33,rain,0,0,25.9,7.6,240.1,1018.3,98.4,,247.9,21.3,9,,2021-06-20T06:57:43,2021-06-20T20:07:16,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
Ciudad de Oaxaca,21/06/2021,23.4,13.2,17.8,23.4,13.2,17.8,14.7,83.1,6.2,100,37.5,rain,0,0,28.4,8.3,219,1017.9,90,2,223.2,19.3,8,,2021-06-21T06:57:56,2021-06-21T20:07:29,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,22/06/2021,27.4,14.8,18.9,28,14.8,19,15.5,82.2,13.3,100,58.33,rain,0,0,25.9,9,209.4,1016.6,93.7,8.7,227.5,19.8,9,,2021-06-22T06:58:09,2021-06-22T20:07:41,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,23/06/2021,26.1,12,17.2,26.1,12,17.2,14.1,83.7,10.4,100,45.83,rain,0,0,24.5,10.8,85.7,1017.3,95,9.8,196.2,16.9,8,,2021-06-23T06:58:23,2021-06-23T20:07:52,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,24/06/2021,25.2,12.4,16.9,25.2,12.4,16.9,13.8,83.4,15.3,100,45.83,rain,0,0,45.7,13.7,112.4,1016.7,82.2,12,216.9,18.7,9,,2021-06-24T06:58:38,2021-06-24T20:08:03,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,25/06/2021,22.4,12.1,16.3,22.4,12.1,16.3,13.5,84.7,6.5,100,79.17,rain,0,0,33.1,9.4,148,1017,97.2,15.2,128.8,11.1,6,,2021-06-25T06:58:53,2021-06-25T20:08:13,0.53,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,26/06/2021,25.2,11.4,17,25.2,11.4,17,12.6,77.3,2.3,100,58.33,rain,0,0,34.6,12.2,217.6,1015.9,92.9,15.2,197.5,17,8,,2021-06-26T06:59:09,2021-06-26T20:08:22,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,27/06/2021,19.1,12.4,15.1,19.1,12.4,15.1,12.5,85.2,7.1,100,83.33,rain,0,0,30.2,7.9,237.6,1016.8,99.4,,197.4,17.1,7,,2021-06-27T06:59:25,2021-06-27T20:08:31,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
Ciudad de Oaxaca,28/06/2021,23.7,12.2,16.2,23.7,12.2,16.2,13.9,87.4,6.2,100,87.5,rain,0,0,32.4,10.1,202.8,1015.6,99.1,7.2,167.2,14.4,6,,2021-06-28T06:59:41,2021-06-28T20:08:38,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,29/06/2021,25.9,12.5,17.6,25.9,12.5,17.6,14.3,82.2,4,100,41.67,rain,0,0,28.4,10.8,226,1015.9,98,9.2,211.3,18.3,7,,2021-06-29T06:59:58,2021-06-29T20:08:45,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76773099999,remote"
Ciudad de Oaxaca,30/06/2021,25.1,14,17.1,25.1,14,17.1,15.3,89.3,23.2,100,95.83,rain,0,0,23.4,5.8,278.3,1015.8,96.6,8,141.9,12.2,7,,2021-06-30T07:00:15,2021-06-30T20:08:51,0.69,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,01/06/2022,26.9,11.1,16.1,27.6,11.1,16.1,13,83.5,13.5,100,62.5,rain,0,0,11.5,9,201.3,1012.1,80.3,11.9,175.8,15.5,9,10,2022-06-01T06:55:57,2022-06-01T20:01:33,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
Ciudad de Oaxaca,02/06/2022,30.2,13.4,17.6,30.5,13.4,17.6,12.6,75.6,15.8,100,75,rain,0,0,13.7,13.7,265.4,1011.3,78.2,14.5,248.6,21.5,10,10,2022-06-02T06:55:54,2022-06-02T20:01:54,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
