datetime,tempmax,tempmin,humidity,precip,windspeed,sealevelpressure,cloudcover,solarradiation
22/06/2022,23.9,12.9,82,7.8,14.4,1014.6,97.9,157.2
23/06/2022,24.7,12.6,74.7,6.6,14.4,1015,96.8,234.3
24/06/2022,28.9,10.8,74.8,3.3,14.4,1015.3,84.8,306.1
25/06/2022,28.9,11.3,77.6,8.1,14.4,1015.7,95.6,190
26/06/2022,29.1,11.7,72.1,4.8,14.4,1016.7,76.2,215.9
27/06/2022,27.9,11.4,76.1,8.1,10.8,1017.2,77.7,245.5
28/06/2022,30.4,10.7,75.9,4.3,14.4,1017.4,64,243.3
29/06/2022,32.1,10.8,71.9,2.4,7.6,1018.2,29.1,288.8
30/06/2022,32.4,10,68.9,1.4,10.1,1017.2,58.9,253.5
01/06/2023,21.4,12.9,79.8,11.7,11.9,1015.2,26.2,264.6
02/06/2023,25.7,13.7,72.8,3.6,12.6,1013.3,33.9,283.7
03/06/2023,26.2,14.1,69.9,3.4,16.9,1012.6,17.1,328.4
04/06/2023,25,13.4,65.8,0.2,19.8,1012.9,13.4,343.3
05/06/2023,24,12.7,69.3,3.4,18.4,1014.3,17.2,346.8
06/06/2023,24,12.6,71.3,10.3,15.1,1015,49.4,258.8
07/06/2023,21.8,12.2,79.6,9.9,13.7,1015.6,46.2,248.4
08/06/2023,22.2,12.7,78.1,8.7,15.5,1016.3,81.7,294.9
09/06/2023,25.2,14.2,74.1,5,12.6,1015.5,75.5,214.3
10/06/2023,25.5,14.3,75.4,3.2,15.5,1015,81,283.6
11/06/2023,26.3,13.3,71.8,1.1,13.3,1015.1,60.8,334.2
12/06/2023,27.8,13.5,62.2,0.1,23.8,1014.7,55,344.2
13/06/2023,27,13.3,69.1,1.1,17.3,1015.1,24.9,346.7
14/06/2023,27,13.1,73.3,1.4,15.8,1014.4,41.3,337.5
15/06/2023,25.7,13.1,74.7,2.4,15.5,1014.2,56.3,329.2
16/06/2023,26.4,13.5,74.7,2.9,15.8,1015.3,68.5,285.3
17/06/2023,26.6,13.5,60.7,1,16.9,1015,37.9,339.2
18/06/2023,26.8,12.4,55.3,0.5,14.4,1014.5,4.9,351.9
19/06/2023,26.7,11.9,58.2,0.9,9.4,1015,10.7,350.3
20/06/2023,27.1,12,59.9,1.5,6.1,1014.4,9.7,348.2
21/06/2023,26.9,12.3,58.4,0.8,14.4,1013.9,26.1,350
22/06/2023,25.9,12.1,56.3,1.2,20.2,1014.1,37.4,340.6
23/06/2023,25.4,11.5,57,0.9,16.9,1015.2,27.2,342.6
24/06/2023,22.9,12.1,76,3.6,9.4,1016.2,97.2,144.7
25/06/2023,18.6,14,87.1,25,8.6,1015.6,94,93.4
26/06/2023,21.3,12.3,81.9,8.3,7.6,1015.5,79.7,206.8
27/06/2023,24.1,10.2,70.9,2.9,11.2,1015,33.5,309.9
28/06/2023,23.4,11.5,76.8,4.1,9.7,1014.4,87.7,179.2
29/06/2023,20.7,13.2,85.6,5.1,11.5,1015,95.5,169.4
30/06/2023,20.5,11.7,81.7,7.5,8.6,1016.8,80.4,229.7
01/06/2024,34.9,13.9,50.5,0,22,1010.9,47.5,339
02/06/2024,35.4,13,52.4,0.3,14.4,1014.3,85.1,291.4
03/06/2024,37.1,12.8,57.2,0,17.3,1011.5,44.3,341.7
04/06/2024,37.1,12.7,55.4,0,13.3,1009.7,26.3,347.7
05/06/2024,37.9,13.5,49.1,0,15.5,1009.1,31.6,343.6
06/06/2024,36.1,14.4,40.5,0,16.2,1008.5,54.9,334.2
07/06/2024,35.2,12.7,48.9,0,10.8,1011.9,74,331.1
08/06/2024,31.4,12.6,63.3,0.4,21.2,1013.5,68.5,226.1
09/06/2024,32.1,12.6,68.1,3.2,11.2,1012.6,78.7,151.9
10/06/2024,32.4,14,69.8,2.1,15.5,1009.6,74.9,193.6
11/06/2024,33.9,13.6,58.8,0.2,18,1008.5,63.8,340.1
12/06/2024,35.9,13,54.1,1.2,14.4,1010.1,76.7,259.8
13/06/2024,32.4,14.2,70.6,3.3,15.5,1011.5,91.5,118.3
14/06/2024,30.1,14.2,84.7,3.5,8.6,1013.2,95.1,95.5
15/06/2024,31.2,12.9,72.5,4.8,14.4,1009.9,54.6,209.1
16/06/2024,34.2,12.7,68.2,4.1,13,1009,70.1,158.4
17/06/2024,33.4,13.8,72,5,17.6,1007.4,82.9,233.1
18/06/2024,33.4,13.2,67.6,3,18.7,1006.1,61,314.7
19/06/2024,30.1,13.8,74.1,4,14.8,1004.1,81.6,244.4
20/06/2024,28.1,14.1,87.9,32.9,10.8,1007.2,97.8,91.8
21/06/2024,26.4,13.5,86.5,25.9,8.6,1009.9,98.1,118.8
22/06/2024,27.7,12.9,83.5,15.8,11.5,1012.4,86.5,216.7
23/06/2024,28.2,11.8,78,8.2,10.8,1013.1,83,259.7
24/06/2024,23.7,14.1,86.6,27.9,7.2,1014.2,99.1,89.8
25/06/2024,25.4,12.9,77.3,2,13.7,1014.5,81.1,214.5
26/06/2024,29.2,11.6,67.8,0,14,1012,55,330.5
27/06/2024,28.9,12.3,81.4,6.4,14.4,1011.7,81,216
28/06/2024,29.4,13.8,82.7,18.7,18,1011.8,88.3,250.9
29/06/2024,31.7,13.7,80.1,12.8,7.9,1012.6,85.8,225
30/06/2024,28.2,13,80.1,16.7,12.6,1012,88.6,220.4
